"","pos","last","first","numfirstlast","firstlast","index","player.id","woi.id","pC","pL","pR","pD","pG","DOB","Height","Weight","Shoots"
"2388","R","Joseph","Mathieu","[CAP] Mathieu Joseph","Mathieu Joseph",5492,2388,"josepma97",NA,NA,NA,NA,NA,"1997-02-09",NA,NA,NA
"2389","D","Joseph","Chris","[TSN] Chris Joseph","Chris Joseph",5493,2389,"josepch69",0,0,0,0,0,"1969-09-10","6-3","212","R"
"2390","G","Joseph","Curtis","[TSN] Curtis Joseph","Curtis Joseph",5494,2390,"josepcu67",0,0,0,0,0,"1967-04-29","5-11","193","L"
"2391","R","Joseph","Shane","[TSN] Shane Joseph","Shane Joseph",5496,2391,"josepsh81",0,0,0,0,0,"1981-07-23","5-9","170","R"
"2392","C","Josephs","Troy","[TSN] Troy Josephs","Troy Josephs",5497,2392,"joseptr94",0,0,0,0,0,"1994-05-09","5-11","176","L"
"2393","C","Joshua","Dakota","[CAP] JOSHUA, DAKOTA","Dakota Joshua",5499,2393,"joshuda96",0,0,0,0,0,"1996-05-15",NA,NA,NA
"2394","D","Josi","Roman","[TSN] Roman Josi","Roman Josi",5500,2394,"josixro90",0,0,0,0,0,"1990-06-01","6-1","192","L"
"2395","D","Joslin","Derek","[TSN] Derek Joslin","Derek Joslin",5503,2395,"joslide87",0,0,0,0,0,"1987-03-17","6-1","210","L"
"2396","C","Josten-Froshaug","Mats","[TSN] Mats Josten-Froshaug","Mats Josten-Froshaug",5508,2396,"jostema88",0,0,0,0,0,"1988-07-31","6-1","207","L"
"2397","C","Joudrey","Andrew","[TSN] Andrew Joudrey","Andrew Joudrey",5509,2397,"joudran84",0,0,0,0,0,"1984-07-15","5-10","185","L"
"2398","C","Joukov","Mishail","[TSN] Mishail Joukov","Mishail Joukov",5511,2398,"joukomi85",0,0,0,0,0,"1985-01-03","6-3","200","L"
"2399","D","Jovanovski","Ed","[TSN] Ed Jovanovski","Ed Jovanovski",5513,2399,"jovaned76",0,0,0,0,0,"1976-06-26","6-3","220","L"
"2400","CL","Juneau","Joe","[TSN] Joe Juneau","Joe Juneau",5515,2400,"juneajo68",0,0,0,0,0,"1968-01-05","6-0","195","L"
"2401","G","Jung","Torrie","[TSN] Torrie Jung","Torrie Jung",5517,2401,"jungxto89",0,0,0,0,0,"1989-01-21","6-2","170","L"
"2402","D","Junland","Jonas","[TSN] Jonas Junland","Jonas Junland",5519,2402,"junlajo87",0,0,0,0,0,"1987-11-15","6-2","198","L"
"2403","D","Jurcina","Milan","[TSN] Milan Jurcina","Milan Jurcina",5522,2403,"jurcimi83",0,0,0,0,0,"1983-06-07","6-4","253","R"
"2404","RL","Jurco","Tomas","[TSN] Tomas Jurco","Tomas Jurco",5526,2404,"jurcoto92",0,0,0,0,0,"1992-12-28","6-2","193","L"
"2405","D","Juulsen","Noah","[CAP] Noah Juulsen","Noah Juulsen",5529,2405,"juulsno97",NA,NA,NA,NA,NA,"1997-04-02",NA,NA,NA
"2406","C","Juutilainen","Jan-Mikael","[TSN] Jan-Mikael Juutilainen","Jan-Mikael Juutilainen",5530,2406,"juutija88",0,0,0,0,0,"1988-01-05","5-11","183","L"
"2407","G","Juvonen","Janne","[TSN] Janne Juvonen","Janne Juvonen",5531,2407,"juvonja94",0,0,0,0,0,"1994-10-03","6-0","178","L"
"2408","R","Kabanov","Kirill","[TSN] Kirill Kabanov","Kirill Kabanov",5533,2408,"kabanki92",0,0,0,0,0,"1992-07-16","6-2","192","R"
"2409","D","Kaberle","Frantisek","[TSN] Frantisek Kaberle","Frantisek Kaberle",5534,2409,"kaberfr73",0,0,0,0,0,"1973-11-08","6-0","190","L"
"2410","D","Kaberle","Tomas","[TSN] Tomas Kaberle","Tomas Kaberle",5537,2410,"kaberto78",0,0,0,0,0,"1978-03-02","6-1","212","L"
"2411","C","Kablukov","Ilya","[TSN] Ilya Kablukov","Ilya Kablukov",5542,2411,"kabluil88",0,0,0,0,0,"1988-01-18","6-2","183","L"
"2412","C","Kadeykin","Alexander","[CAP] KADEYKIN, ALEXANDER","Alexander Kadeykin",5544,2412,"kadeyal93",0,0,0,0,0,"1993-10-04",NA,NA,NA
"2413","D","Kadeykin","Anton","[TSN] Anton Kadeykin","Anton Kadeykin",5545,2413,"kadeyan84",0,0,0,0,0,"1984-05-17","6-3","205","L"
"2414","D","Kadlec","Petr","[TSN] Petr Kadlec","Petr Kadlec",5546,2414,"kadlepe77",0,0,0,0,0,"1977-01-05","5-11","180","L"
"2415","C","Kadri","Nazem","[TSN] Nazem Kadri","Nazem Kadri",5547,2415,"kadrina90",0,0,0,0,0,"1990-10-06","6-0","188","L"
"2416","G","Kahkonen","Kaapo","[CAP] KAHKONEN, KAAPO","Kaapo Kahkonen",5550,2416,"kahkoka96",0,0,0,0,0,"1996-08-16",NA,NA,NA
"2417","C","Kaigorodov","Alexei","[TSN] Alexei Kaigorodov","Alexei Kaigorodov",5551,2417,"kaigoal83",0,0,0,0,0,"1983-07-29","6-0","194","L"
"2418","C","Kaip","Rylan","[TSN] Rylan Kaip","Rylan Kaip",5554,2418,"kaipxry84",0,0,0,0,0,"1984-03-19","6-0","175","R"
"2419","RL","Kaleta","Patrick","[TSN] Patrick Kaleta","Patrick Kaleta",5555,2419,"kaletpa86",0,0,0,0,0,"1986-06-08","6-1","206","R"
"2420","F","Kalinin","Sergey","[CAP] Sergey Kalinin","Sergey Kalinin",5558,2420,"kalinse91",NA,NA,NA,NA,NA,"1991-03-17",NA,NA,NA
"2421","D","Kalinin","Dmitri","[TSN] Dmitri Kalinin","Dmitri Kalinin",5559,2421,"kalindm80",0,0,0,0,0,"1980-07-22","6-3","210","L"
"2422","CL","Kalinski","Jon","[TSN] Jonathon Kalinski","Jon Kalinski",5561,2422,"kalinjo87",0,0,0,0,0,"1987-05-25","6-1","175","L"
"2423","G","Kallgren","Erik","[CAP] Erik Kallgren","Erik Kallgren",5564,2423,"kallger96",NA,NA,NA,NA,NA,"1996-10-14",NA,NA,NA
"2424","LR","Kallio","Tomi","[TSN] Tomi Kallio","Tomi Kallio",5565,2424,"kallito77",0,0,0,0,0,"1977-01-27","6-0","190","L"
"2425","D","Kalteva","Mikko","[TSN] Mikko Kalteva","Mikko Kalteva",5569,2425,"kaltemi84",0,0,0,0,0,"1984-05-25","6-3","205","L"
"2426","G","Kaltiainen","Matti","[TSN] Matti Kaltiainen","Matti Kaltiainen",5570,2426,"kaltima82",0,0,0,0,0,"1982-04-30","6-2","216","L"
"2427","RL","Kalus","Petr","[TSN] Petr Kalus","Petr Kalus",5571,2427,"kaluspe87",0,0,0,0,0,"1987-06-29","6-1","197","L"
"2428","L","Kamenev","Vladislav","[CAP] KAMENEV, VLADISLAV","Vladislav Kamenev",5575,2428,"kamenvl96",0,0,0,0,0,"1996-08-12",NA,NA,NA
"2429","LR","Kamensky","Valeri","[TSN] Valeri Kamensky","Valeri Kamensky",5576,2429,"kamenva66",0,0,0,0,0,"1966-04-18","6-2","198","R"
"2430","R","Kampf","David","[TSN] David Kampf","David Kampf",5577,2430,"kampfda95",0,0,0,0,0,"1995-01-12","6-2","183","L"
"2431","D","Kampfer","Steven","[TSN] Steven Kampfer","Steven Kampfer",5578,2431,"kampfst88",0,0,0,0,0,"1988-09-24","5-11","194","R"
"2432","LR","Kana","Tomas","[TSN] Tomas Kana","Tomas Kana",5583,2432,"kanaxto87",0,0,0,0,0,"1987-11-29","6-0","208","R"
"2433","L","Kane","Boyd","[TSN] Boyd Kane","Boyd Kane",5585,2433,"kanexbo78",0,0,0,0,0,"1978-04-18","6-2","225","L"
"2434","L","Kane","Evander","[TSN] Evander Kane","Evander Kane",5591,2434,"kanexev91",0,0,0,0,0,"1991-08-02","6-2","195","L"
"2435","R","Kane","Patrick","[TSN] Patrick Kane","Patrick Kane",5594,2435,"kanexpa88",0,0,0,0,0,"1988-11-19","5-11","181","L"
"2436","G","Kangas","Alex","[TSN] Alex Kangas","Alex Kangas",5597,2436,"kangaal87",0,0,0,0,0,"1987-05-28","6-3","200","L"
"2437","R","Kanko","Petr","[TSN] Petr Kanko","Petr Kanko",5598,2437,"kankope84",0,0,0,0,0,"1984-02-07","5-10","195","L"
"2438","R","Kantor","Michael","[TSN] Michael Kantor","Michael Kantor",5600,2438,"kantomi92",0,0,0,0,0,"1992-02-02","6-1","196","R"
"2439","D","Kanzig","Keegan","[TSN] Keegan Kanzig","Keegan Kanzig",5602,2439,"kanzike95",0,0,0,0,0,"1995-02-26","6-7","241","L"
"2440","RL","Kapanen","Kasperi","[TSN] Kasperi Kapanen","Kasperi Kapanen",5604,2440,"kapanka96",0,0,0,0,0,"1996-07-23","6-0","181","R"
"2441","C","Kapanen","Niko","[TSN] Niko Kapanen","Niko Kapanen",5606,2441,"kapanni78",0,0,0,0,0,"1978-04-29","5-9","180","L"
"2442","RL","Kapanen","Sami","[TSN] Sami Kapanen","Sami Kapanen",5609,2442,"kapansa73",0,0,0,0,0,"1973-06-14","5-10","185","L"
"2443","L","Kaprizov","Kirill","[CAP] Kirill Kaprizov","Kirill Kaprizov",5611,2443,"kapriki97",NA,NA,NA,NA,NA,"1997-04-26",NA,NA,NA
"2444","RL","Karabacek","Vaclav","[TSN] Vaclav Karabacek","Vaclav Karabacek",5612,2444,"karabva96",0,0,0,0,0,"1996-05-02","6-0","196","R"
"2445","D","Karalahti","Jere","[TSN] Jere Karalahti","Jere Karalahti",5614,2445,"karalje75",0,0,0,0,0,"1975-03-25","6-2","210","R"
"2446","L","Kariya","Martin","[TSN] Martin Kariya","Martin Kariya",5615,2446,"kariyma81",0,0,0,0,0,"1981-10-05","5-9","175","R"
"2447","L","Kariya","Paul","[TSN] Paul Kariya","Paul Kariya",5616,2447,"kariypa74",0,0,0,0,0,"1974-10-16","5-10","185","L"
"2448","RL","Kariya","Steve","[TSN] Steve Kariya","Steve Kariya",5618,2448,"kariyst77",0,0,0,0,0,"1977-12-22","5-8","170","R"
"2449","D","Karjalainen","Miro","[CAP] KARJALAINEN, MIRO","Miro Karjalainen",5619,2449,"karjami96",0,0,0,0,0,"1996-05-23",NA,NA,NA
"2450","C","Karlsson","Andreas","[TSN] Andreas Karlsson","Andreas Karlsson",5620,2450,"karlsan75",0,0,0,0,0,"1975-08-19","6-4","201","L"
"2451",NA,"Karlsson","Anton","[CAP] KARLSSON, ANTON","Anton Karlsson",5622,2451,"karlsan96",0,0,0,0,0,"1996-08-03",NA,NA,NA
"2452","D","Karlsson","Erik","[TSN] Erik Karlsson","Erik Karlsson",5623,2452,"karlser90",0,0,0,0,0,"1990-05-31","6-0","180","R"
"2453","CL","Karlsson","Erik (94)(94)","[TSN] Erik Karlsson","Erik (94)(94) Karlsson",5626,2453,"karlser94",0,0,0,0,0,"1994-07-28","6-0","161","L"
"2454","G","Karlsson","Henrik","[TSN] Henrik Karlsson","Henrik Karlsson",5628,2454,"karlshe83",0,0,0,0,0,"1983-11-27","6-6","209","L"
"2455","LR","Karlsson","Jens","[TSN] Jens Karlsson","Jens Karlsson",5631,2455,"karlsje82",0,0,0,0,0,"1982-11-07","6-3","205","R"
"2456","L","Karlsson","Ludwig","[TSN] Ludwig Karlsson","Ludwig Karlsson",5632,2456,"karlslu91",0,0,0,0,0,"1991-01-06","6-2","187","L"
"2457","D","Karlsson","Mattias","[TSN] Mattias Karlsson","Mattias Karlsson",5634,2457,"karlsma85",0,0,0,0,0,"1985-04-15","6-2","192","L"
"2458","RC","Karlsson","Melker","[TSN] Melker Karlsson","Melker Karlsson",5635,2458,"karlsme90",0,0,0,0,0,"1990-07-18","6-0","181","R"
"2459","D","Karlsson","Simon","[TSN] Simon Karlsson","Simon Karlsson",5638,2459,"karlssi93",0,0,0,0,0,"1993-07-23","6-2","178","R"
"2460","C","Karlsson","William","[TSN] William Karlsson","William Karlsson",5639,2460,"karlswi93",0,0,0,0,0,"1993-01-08","6-0","180","L"
"2461","D","Karlstrom","Marcus","[TSN] Marcus Karlstrom","Marcus Karlstrom",5643,2461,"karlsma95",0,0,0,0,0,"1995-01-06","6-2","181","R"
"2462","L","Karnaukhov","Pavel","[CAP] Pavel Karnaukhov","Pavel Karnaukhov",5645,2462,"karnapa97",NA,NA,NA,NA,NA,"1997-03-15",NA,NA,NA
"2463","D","Karpa","Dave","[TSN] Dave Karpa","Dave Karpa",5646,2463,"karpada71",0,0,0,0,0,"1971-05-07","6-1","210","R"
"2464","D","Karpovtsev","Alexander","[TSN] Alexander Karpovtsev","Alexander Karpovtsev",5648,2464,"karpoal70",0,0,0,0,0,"1970-04-07","6-3","221","R"
"2465","G","Karpowich","Paul","[TSN] Paul Karpowich","Paul Karpowich",5651,2465,"karpopa88",0,0,0,0,0,"1988-10-25","6-2","195","L"
"2466","R","Karsums","Martins","[TSN] Martins Karsums","Martins Karsums",5652,2466,"karsuma86",0,0,0,0,0,"1986-02-26","5-10","198","R"
"2467","R","Karterud","Jorgen","[TSN] Jorgen Karterud","Jorgen Karterud",5655,2467,"kartejo94",0,0,0,0,0,"1994-05-06","6-4","190","L"
"2468","G","Kasdorf","Jason","[TSN] Jason Kasdorf","Jason Kasdorf",5656,2468,"kasdoja92",0,0,0,0,0,"1992-05-18","6-3","178","L"
"2469","R","Kase","David","[CAP] David Kase","David Kase",5658,2469,"kasexda97",NA,NA,NA,NA,NA,"1997-01-28",NA,NA,NA
"2470","R","Kase","Ondrej","[CAP] KASE, ONDREJ","Ondrej Kase",5659,2470,"kasexon95",0,0,0,0,0,"1995-11-08",NA,NA,NA
"2471","LR","Kaspar","Lukas","[TSN] Lukas Kaspar","Lukas Kaspar",5660,2471,"kaspalu85",0,0,0,0,0,"1985-09-23","6-2","220","L"
"2472","D","Kasparaitis","Darius","[TSN] Darius Kasparaitis","Darius Kasparaitis",5662,2472,"kaspada72",0,0,0,0,0,"1972-10-16","5-11","215","L"
"2473","L","Kassian","Matt","[TSN] Matt Kassian","Matt Kassian",5664,2473,"kassima86",0,0,0,0,0,"1986-10-28","6-4","240","L"
"2474","R","Kassian","Zack","[TSN] Zack Kassian","Zack Kassian",5666,2474,"kassiza91",0,0,0,0,0,"1991-01-24","6-3","214","R"
"2475","D","Katic","Mark","[TSN] Mark Katic","Mark Katic",5670,2475,"katicma89",0,0,0,0,0,"1989-05-09","5-10","191","L"
"2476","G","Katunar","Chad","[TSN] Chad Katunar","Chad Katunar",5673,2476,"katunch93",0,0,0,0,0,"1993-08-14","6-5","221","L"
"2477","L","Kaunisto","Ray","[TSN] Ray Kaunisto","Ray Kaunisto",5674,2477,"kaunira87",0,0,0,0,0,"1987-02-07","6-4","193","L"
"2478","R","Kavanagh","Pat","[TSN] Pat Kavanagh","Pat Kavanagh",5675,2478,"kavanpa79",0,0,0,0,0,"1979-03-14","6-3","192","R"
"2479","C","Kazakevich","Mikhail","[CAP] KAZAKEVICH, MIKHAIL","Mikhail Kazakevich",5678,2479,"kazakmi76",0,0,0,0,0,"1976-01-14",NA,NA,NA
"2480","L","Kazionov","Denis","[TSN] Denis Kazionov","Denis Kazionov",5679,2480,"kaziode87",0,0,0,0,0,"1987-12-08","6-3","187","L"
"2481",NA,"Kazionov","Dimitri","[CAP] KAZIONOV, DIMITRI","Dimitri Kazionov",5681,2481,"kaziodi84",0,0,0,0,0,"1984-05-13",NA,NA,NA
"2482","C","Kazionov","Dmitri","[TSN] Dmitri Kazionov","Dmitri Kazionov",5682,2482,"kaziodm84",0,0,0,0,0,"1984-05-13","6-3","185","L"
"2483","C","Kea","Justin","[TSN] Justin Kea","Justin Kea",5683,2483,"keaxxju94",0,0,0,0,0,"1994-02-07","6-4","212","L"
"2484","R","Keane","Mike","[TSN] Mike Keane","Mike Keane",5685,2484,"keanemi67",0,0,0,0,0,"1967-05-29","5-10","185","R"
"2485","LC","Kearns","Bracken","[TSN] Bracken Kearns","Bracken Kearns",5688,2485,"kearnbr81",0,0,0,0,0,"1981-05-12","6-0","195","R"
"2486","L","Keefe","Adam","[TSN] Adam Keefe","Adam Keefe",5691,2486,"keefead84",0,0,0,0,0,"1984-04-26","5-10","200","R"
"2487","R","Keefe","Sheldon","[TSN] Sheldon Keefe","Sheldon Keefe",5692,2487,"keefesh80",0,0,0,0,0,"1980-09-17","5-11","185","R"
"2488","G","Keetley","Matt","[TSN] Matt Keetley","Matt Keetley",5694,2488,"keetlma86",0,0,0,0,0,"1986-04-27","6-1","187","R"
"2489","D","Keith","Duncan","[TSN] Duncan Keith","Duncan Keith",5696,2489,"keithdu83",0,0,0,0,0,"1983-07-16","6-1","200","L"
"2490","R","Keith","Matt","[TSN] Matt Keith","Matt Keith",5699,2490,"keithma83",0,0,0,0,0,"1983-04-11","6-2","200","R"
"2491","R","Kell","Trevor","[TSN] Trevor Kell","Trevor Kell",5703,2491,"kellxtr86",0,0,0,0,0,"1986-06-23","6-0","185","R"
"2492","D","Kelleher","Chris","[TSN] Chris Kelleher","Chris Kelleher",5704,2492,"kellech75",0,0,0,0,0,"1975-03-23","6-1","210","L"
"2493","L","Keller","Justin","[TSN] Justin Keller","Justin Keller",5705,2493,"kelleju86",0,0,0,0,0,"1986-03-04","5-11","185","L"
"2494","R","Keller","Ryan","[TSN] Ryan Keller","Ryan Keller",5706,2494,"kellery84",0,0,0,0,0,"1984-01-06","5-10","196","R"
"2495","G","Kellerman","Tyson","[TSN] Tyson Kellerman","Tyson Kellerman",5708,2495,"kellety84",0,0,0,0,0,"1984-01-18","6-3","180","L"
"2496","LC","Kelly","Chris","[TSN] Chris Kelly","Chris Kelly",5709,2496,"kellych80",0,0,0,0,0,"1980-11-11","6-0","198","L"
"2497","D","Kelly","Dan","[TSN] Dan Kelly","Dan Kelly",5714,2497,"kellyda89",0,0,0,0,0,"1989-05-17","6-1","195","L"
"2498","C","Kelly","Steve","[TSN] Steve Kelly","Steve Kelly",5716,2498,"kellyst76",0,0,0,0,0,"1976-10-26","6-2","205","L"
"2499","D","Kemp","T.J.","[TSN] T.J. Kemp","T.J. Kemp",5719,2499,"kempxtj81",0,0,0,0,0,"1981-07-03","5-11","197","L"
"2500","L","Kempe","Adrian","[CAP] KEMPE, ADRIAN","Adrian Kempe",5720,2500,"kempead96",0,0,0,0,0,"1996-09-13",NA,NA,NA
"2501","CR","Kempe","Mario","[TSN] Mario Kempe","Mario Kempe",5721,2501,"kempema88",0,0,0,0,0,"1988-09-19","6-0","185","L"
"2502","F","Kemppainen","Joonas","[CAP] Joonas Kemppainen","Joonas Kemppainen",5722,2502,"kemppjo88",NA,NA,NA,NA,NA,"1988-04-07",NA,NA,NA
"2503","L","Kenins","Ronalds","[TSN] Ronalds Kenins","Ronalds Kenins",5723,2503,"keninro91",0,0,0,0,0,"1991-02-28","6-0","201","L"
"2504","R","Kennedy","Matt","[TSN] Matt Kennedy","Matt Kennedy",5726,2504,"kennema89",0,0,0,0,0,"1989-03-04","6-1","201","R"
"2505","LC","Kennedy","Tim","[TSN] Tim Kennedy","Tim Kennedy",5727,2505,"kenneti86",0,0,0,0,0,"1986-04-30","5-10","175","L"
"2506","RL","Kennedy","Tyler","[TSN] Tyler Kennedy","Tyler Kennedy",5734,2506,"kennety86",0,0,0,0,0,"1986-07-15","5-11","185","R"
"2507","RC","Keranen","Michael","[TSN] Michael Keranen","Michael Keranen",5739,2507,"keranmi90",0,0,0,0,0,"1990-01-04","5-10","158","L"
"2508","L","Kerdiles","Nicolas","[TSN] Nicolas Kerdiles","Nicolas Kerdiles",5741,2508,"kerdini94",0,0,0,0,0,"1994-01-11","6-1","192","L"
"2509","RC","Kerfoot","Alexander","[TSN] Alexander Kerfoot","Alexander Kerfoot",5743,2509,"kerfoal94",0,0,0,0,0,"1994-08-11","5-10","153","L"
"2510",NA,"Kero","Tanner","[CAP] KERO, TANNER","Tanner Kero",5745,2510,"keroxta92",NA,NA,NA,NA,NA,"1992-07-24",NA,NA,NA
"2511","G","Keserich","Ian","[TSN] Ian Keserich","Ian Keserich",5746,2511,"keseria86",0,0,0,0,0,"1986-01-06","6-2","190","L"
"2512","C","Kesler","Ryan","[TSN] Ryan Kesler","Ryan Kesler",5747,2512,"keslery84",0,0,0,0,0,"1984-08-31","6-2","202","R"
"2513","D","Kessel","Blake","[TSN] Blake Kessel","Blake Kessel",5751,2513,"kessebl89",0,0,0,0,0,"1989-04-13","6-2","205","R"
"2514","R","Kessel","Phil","[TSN] Phil Kessel","Phil Kessel",5752,2514,"kesseph87",0,0,0,0,0,"1987-10-02","6-0","202","R"
"2515","L","Kessy","Kale","[TSN] Kale Kessy","Kale Kessy",5755,2515,"kessyka92",0,0,0,0,0,"1992-12-04","6-3","208","L"
"2516","G","Khabibulin","Nikolai","[TSN] Nikolai Khabibulin","Nikolai Khabibulin",5757,2516,"khabini73",0,0,0,0,0,"1973-01-13","6-1","208","L"
"2517","LC","Khaira","Jujhar","[TSN] Jujhar Khaira","Jujhar Khaira",5763,2517,"khairju94",0,0,0,0,0,"1994-08-13","6-3","198","L"
"2518","LR","Kharitonov","Alexander","[TSN] Alexander Kharitonov","Alexander Kharitonov",5765,2518,"kharial76",0,0,0,0,0,"1976-03-30","5-9","169","R"
"2519","D","Khavanov","Alexander","[TSN] Alexander Khavanov","Alexander Khavanov",5766,2519,"khavaal72",0,0,0,0,0,"1972-01-30","6-2","205","L"
"2520","CL","Khokhlachev","Alexander","[TSN] Alex Khokhlachev","Alexander Khokhlachev",5769,2520,"khokhal93",0,0,0,0,0,"1993-09-09","5-11","184","L"
"2521","D","Khomitski","Vadim","[CAP] KHOMITSKI, VADIM","Vadim Khomitski",5774,2521,"khomiva82",0,0,0,0,0,"1982-07-21",NA,NA,NA
"2522","C","Khomutov","Ivan","[TSN] Ivan Khomutov","Ivan Khomutov",5775,2522,"khomuiv85",0,0,0,0,0,"1985-03-11","6-2","198","L"
"2523","L","Khristich","Dmitri","[TSN] Dmitri Khristich","Dmitri Khristich",5777,2523,"khrisdm69",0,0,0,0,0,"1969-07-23","6-2","195","R"
"2524","G","Khudobin","Anton","[TSN] Anton Khudobin","Anton Khudobin",5778,2524,"khudoan86",0,0,0,0,0,"1986-05-07","5-11","203","L"
"2525","D","Kichton","Brenden","[TSN] Brenden Kichton","Brenden Kichton",5782,2525,"kichtbr92",0,0,0,0,0,"1992-06-18","5-10","185","L"
"2526","D","Kidd","Josh","[TSN] Josh Kidd","Josh Kidd",5784,2526,"kiddxjo88",0,0,0,0,0,"1988-11-16","6-5","220","R"
"2527","G","Kidd","Trevor","[TSN] Trevor Kidd","Trevor Kidd",5785,2527,"kiddxtr72",0,0,0,0,0,"1972-03-26","6-2","213","L"
"2528","L","Kile","Alex","[TSN] Alex Kile","Alex Kile",5787,2528,"kilexal94",0,0,0,0,0,"1994-07-09","5-11.25","190","L"
"2529","LC","Kilger","Chad","[TSN] Chad Kilger","Chad Kilger",5788,2529,"kilgech76",0,0,0,0,0,"1976-11-27","6-4","224","L"
"2530","G","Killeen","Patrick","[TSN] Patrick Killeen","Patrick Killeen",5791,2530,"killepa90",0,0,0,0,0,"1990-04-15","6-4","204","L"
"2531","LR","Killorn","Alex","[TSN] Alex Killorn","Alex Killorn",5792,2531,"killoal89",0,0,0,0,0,"1989-09-14","6-2","205","L"
"2532","G","Kilpelainen","Eero","[TSN] Eero Kilpelainen","Eero Kilpelainen",5796,2532,"kilpeee85",0,0,0,0,0,"1985-05-07","5-11","152","L"
"2533","D","Kindl","Jakub","[TSN] Jakub Kindl","Jakub Kindl",5797,2533,"kindlja87",0,0,0,0,0,"1987-02-10","6-3","216","L"
"2534","L","King","D.J.","[TSN] D.J. King","D.J. King",5801,2534,"kingxdj84",0,0,0,0,0,"1984-06-27","6-3","231","L"
"2535","L","King","Derek","[TSN] Derek King","Derek King",5806,2535,"kingxde67",0,0,0,0,0,"1967-02-11","6-1","203","L"
"2536","RL","King","Dwight","[TSN] Dwight King","Dwight King",5807,2536,"kingxdw89",0,0,0,0,0,"1989-07-05","6-4","230","L"
"2537","LR","King","Jason","[TSN] Jason King","Jason King",5810,2537,"kingxja81",0,0,0,0,0,"1981-09-14","6-1","195","L"
"2538","C","King","Tristan","[TSN] Tristan King","Tristan King",5814,2538,"kingxtr90",0,0,0,0,0,"1990-11-07","6-2","190","R"
"2539","G","Kinkaid","Keith","[TSN] Keith Kinkaid","Keith Kinkaid",5815,2539,"kinkake89",0,0,0,0,0,"1989-07-04","6-2","190","L"
"2540","L","Kinkel","Bill","[TSN] Bill Kinkel","Bill Kinkel",5819,2540,"kinkebi84",0,0,0,0,0,"1984-02-27","6-5","225","L"
"2541","D","Kinley","Cleve","[TSN] Cleve Kinley","Cleve Kinley",5820,2541,"kinlecl84",0,0,0,0,0,"1984-01-13","6-0","190","R"
"2542","C","Kinnunen","Saku","[TSN] Saku Kinnunen","Saku Kinnunen",5821,2542,"kinnusa95",0,0,0,0,0,"1995-01-03","5-10","192","L"
"2543","D","Kinrade","Geoff","[TSN] Geoff Kinrade","Geoff Kinrade",5822,2543,"kinrage85",0,0,0,0,0,"1985-07-29","6-0","195","L"
"2544","D","Kiprusoff","Marko","[TSN] Marko Kiprusoff","Marko Kiprusoff",5824,2544,"kipruma72",0,0,0,0,0,"1972-06-06","6-0","195","L"
"2545","G","Kiprusoff","Miikka","[TSN] Miikka Kiprusoff","Miikka Kiprusoff",5825,2545,"kiprumi76",0,0,0,0,0,"1976-10-26","6-1","185","L"
"2546","L","Kirkland","Justin","[TSN] Justin Kirkland","Justin Kirkland",5831,2546,"kirklju96",0,0,0,0,0,"1996-08-02","6-2","175","L"
"2547","D","Kishel","Scott","[TSN] Scott Kishel","Scott Kishel",5833,2547,"kishesc89",0,0,0,0,0,"1989-04-21","5-11","170","L"
"2548","L","Kitsyn","Maxim","[TSN] Maxim Kitsyn","Maxim Kitsyn",5835,2548,"kitsyma91",0,0,0,0,0,"1991-12-24","6-2","194","R"
"2549","G","Kiviaho","Henri","[TSN] Henri Kiviaho","Henri Kiviaho",5837,2549,"kiviahe94",0,0,0,0,0,"1994-02-26","6-1","167","L"
"2550","D","Kivihalme","Teemu","[TSN] Teemu Kivihalme","Teemu Kivihalme",5839,2550,"kivihte95",0,0,0,0,0,"1995-06-17","5-11","161","L"
"2551","D","Kivisto","Tommi","[TSN] Tommi Kivisto","Tommi Kivisto",5841,2551,"kivisto91",0,0,0,0,0,"1991-06-07","6-2","200","L"
"2552","RL","Kjellberg","Patric","[TSN] Patric Kjellberg","Patric Kjellberg",5842,2552,"kjellpa69",0,0,0,0,0,"1969-06-17","6-2","210","L"
"2553","LR","Klasen","Linus","[TSN] Linus Klasen","Linus Klasen",5844,2553,"klaseli86",0,0,0,0,0,"1986-02-19","5-8","176","L"
"2554","D","Klassen","Sam","[TSN] Sam Klassen","Sam Klassen",5846,2554,"klasssa89",0,0,0,0,0,"1989-01-01","6-2","202","L"
"2555","R","Klatt","Trent","[TSN] Trent Klatt","Trent Klatt",5847,2555,"klatttr71",0,0,0,0,0,"1971-01-30","6-1","210","R"
"2556","R","Klavins","Edgars","[TSN] Edgars Klavins","Edgars Klavins",5849,2556,"klavied93",0,0,0,0,0,"1993-03-10","6-3","211","L"
"2557","D","Klee","Ken","[TSN] Ken Klee","Ken Klee",5850,2557,"kleexke71",0,0,0,0,0,"1971-04-24","6-1","210","R"
"2558","D","Klefbom","Oscar","[TSN] Oscar Klefbom","Oscar Klefbom",5854,2558,"klefbos93",0,0,0,0,0,"1993-07-20","6-3","213","L"
"2559","D","Klein","Kevin","[TSN] Kevin Klein","Kevin Klein",5857,2559,"kleinke84",0,0,0,0,0,"1984-12-13","6-1","199","R"
"2560","D","Klementyev","Anton","[TSN] Anton Klementyev","Anton Klementyev",5861,2560,"klemean90",0,0,0,0,0,"1990-03-25","6-1","198","R"
