"","pos","last","first","numfirstlast","firstlast","index","player.id","woi.id","pC","pL","pR","pD","pG","DOB","Height","Weight","Shoots"
"5637","C","JUUTILAINEN","JAN-MIKAEL","[TSN] Jan-Mikael Juutilainen","JAN-MIKAEL JUUTILAINEN",5530,2406,"juutija88",0,0,0,0,0,"1988-01-05","5-11","183","L"
"5638","G","JUVONEN","JANNE","[TSN] Janne Juvonen","JANNE JUVONEN",5531,2407,"juvonja94",0,0,0,0,0,"1994-10-03","6-0","178","L"
"5639","G","JUVONEN","JANNE","[CAP] JUVONEN, JANNE","JANNE JUVONEN",5532,2407,"juvonja94",0,0,0,0,0,"1994-10-03","6-0","178","L"
"5640","R","KABANOV","KIRILL","[TSN] Kirill Kabanov","KIRILL KABANOV",5533,2408,"kabanki92",0,0,0,0,0,"1992-07-16","6-2","192","R"
"5641","D","KABERLE","FRANTISEK","[TSN] Frantisek Kaberle","FRANTISEK KABERLE",5534,2409,"kaberfr73",0,0,0,0,0,"1973-11-08","6-0","190","L"
"5642","D","KABERLE","FRANTISEK","8 FRANTISEK KABERLE","FRANTISEK KABERLE",5535,2409,"kaberfr73",0,0,0,137,0,"1973-11-08","6-0","190","L"
"5643","D","KABERLE","FRANTISEK","5 FRANTISEK KABERLE","FRANTISEK KABERLE",5536,2409,"kaberfr73",0,0,0,245,0,"1973-11-08","6-0","190","L"
"5644","D","KABERLE","TOMAS","[TSN] Tomas Kaberle","TOMAS KABERLE",5537,2410,"kaberto78",0,0,0,0,0,"1978-03-02","6-1","212","L"
"5645","D","KABERLE","TOMAS","15 TOMAS KABERLE","TOMAS KABERLE",5538,2410,"kaberto78",0,0,0,596,0,"1978-03-02","6-1","212","L"
"5646","D","KABERLE","TOMAS","12 TOMAS KABERLE","TOMAS KABERLE",5539,2410,"kaberto78",0,0,0,49,0,"1978-03-02","6-1","212","L"
"5647","D","KABERLE","TOMAS","51 TOMAS KABERLE","TOMAS KABERLE",5540,2410,"kaberto78",0,0,0,29,0,"1978-03-02","6-1","212","L"
"5648","D","KABERLE","TOMAS","22 TOMAS KABERLE","TOMAS KABERLE",5541,2410,"kaberto78",0,0,0,53,0,"1978-03-02","6-1","212","L"
"5649","C","KABLUKOV","ILYA","[TSN] Ilya Kablukov","ILYA KABLUKOV",5542,2411,"kabluil88",0,0,0,0,0,"1988-01-18","6-2","183","L"
"5650","C","KABLUKOV","ILYA","[CAP] KABLUKOV, ILJA","ILYA KABLUKOV",5543,2411,"kabluil88",0,0,0,0,0,"1988-01-18","6-2","183","L"
"5651","C","KADEYKIN","ALEXANDER","[CAP] KADEYKIN, ALEXANDER","ALEXANDER KADEYKIN",5544,2412,"kadeyal93",0,0,0,0,0,"1993-10-04",NA,NA,NA
"5652","D","KADEYKIN","ANTON","[TSN] Anton Kadeykin","ANTON KADEYKIN",5545,2413,"kadeyan84",0,0,0,0,0,"1984-05-17","6-3","205","L"
"5653","D","KADLEC","PETR","[TSN] Petr Kadlec","PETR KADLEC",5546,2414,"kadlepe77",0,0,0,0,0,"1977-01-05","5-11","180","L"
"5654","C","KADRI","NAZEM","[TSN] Nazem Kadri","NAZEM KADRI",5547,2415,"kadrina90",0,0,0,0,0,"1990-10-06","6-0","188","L"
"5655","C","KADRI","NAZEM","[CAP] KADRI, NAZEM","NAZEM KADRI",5548,2415,"kadrina90",0,0,0,0,0,"1990-10-06","6-0","188","L"
"5656","C","KADRI","NAZEM","43 NAZEM KADRI","NAZEM KADRI",5549,2415,"kadrina90",456,0,0,0,0,"1990-10-06","6-0","188","L"
"5657","G","KAHKONEN","KAAPO","[CAP] KAHKONEN, KAAPO","KAAPO KAHKONEN",5550,2416,"kahkoka96",0,0,0,0,0,"1996-08-16",NA,NA,NA
"5658","C","KAIGORODOV","ALEXEI","[TSN] Alexei Kaigorodov","ALEXEI KAIGORODOV",5551,2417,"kaigoal83",0,0,0,0,0,"1983-07-29","6-0","194","L"
"5659","C","KAIGORODOV","ALEXEI","[CAP] KAIGORODOV, ALEXEI","ALEXEI KAIGORODOV",5552,2417,"kaigoal83",0,0,0,0,0,"1983-07-29","6-0","194","L"
"5660","C","KAIGORODOV","ALEXEI","55 ALEXEI KAIGORODOV","ALEXEI KAIGORODOV",5553,2417,"kaigoal83",6,0,0,0,0,"1983-07-29","6-0","194","L"
"5661","C","KAIP","RYLAN","[TSN] Rylan Kaip","RYLAN KAIP",5554,2418,"kaipxry84",0,0,0,0,0,"1984-03-19","6-0","175","R"
"5662","RL","KALETA","PATRICK","[TSN] Patrick Kaleta","PATRICK KALETA",5555,2419,"kaletpa86",0,0,0,0,0,"1986-06-08","6-1","206","R"
"5663","RL","KALETA","PATRICK","[CAP] KALETA, PATRICK","PATRICK KALETA",5556,2419,"kaletpa86",0,0,0,0,0,"1986-06-08","6-1","206","R"
"5664","RL","KALETA","PATRICK","36 PATRICK KALETA","PATRICK KALETA",5557,2419,"kaletpa86",0,0,406,0,0,"1986-06-08","6-1","206","R"
"5665","F","Kalinin","Sergey","[CAP] Sergey Kalinin","Sergey Kalinin",5558,2420,"kalinse91",NA,NA,NA,NA,NA,"1991-03-17",NA,NA,NA
"5666","F","KALININ","SERGEY","51 SERGEY KALININ","SERGEY KALININ",13277,2420,"kalinse91",46,0,0,0,0,"1991-03-17",NA,NA,NA
"5667","D","KALININ","DMITRI","[TSN] Dmitri Kalinin","DMITRI KALININ",5559,2421,"kalindm80",0,0,0,0,0,"1980-07-22","6-3","210","L"
"5668","D","KALININ","DMITRI","45 DMITRI KALININ","DMITRI KALININ",5560,2421,"kalindm80",0,0,0,419,0,"1980-07-22","6-3","210","L"
"5669","CL","KALINSKI","JON","[TSN] Jonathon Kalinski","JON KALINSKI",5561,2422,"kalinjo87",0,0,0,0,0,"1987-05-25","6-1","175","L"
"5670","CL","KALINSKI","JON","46 JONATHON KALINSKI","JON KALINSKI",5562,2422,"kalinjo87",0,12,0,0,0,"1987-05-25","6-1","175","L"
"5671","CL","KALINSKI","JON","37 JON KALINSKI","JON KALINSKI",5563,2422,"kalinjo87",0,10,0,0,0,"1987-05-25","6-1","175","L"
"5672","G","Kallgren","Erik","[CAP] Erik Kallgren","Erik Kallgren",5564,2423,"kallger96",NA,NA,NA,NA,NA,"1996-10-14",NA,NA,NA
"5673","LR","KALLIO","TOMI","[TSN] Tomi Kallio","TOMI KALLIO",5565,2424,"kallito77",0,0,0,0,0,"1977-01-27","6-0","190","L"
"5674","LR","KALLIO","TOMI","14 TOMI KALLIO","TOMI KALLIO",5566,2424,"kallito77",0,1,0,0,0,"1977-01-27","6-0","190","L"
"5675","LR","KALLIO","TOMI","17 TOMI KALLIO","TOMI KALLIO",5567,2424,"kallito77",0,8,4,0,0,"1977-01-27","6-0","190","L"
"5676","LR","KALLIO","TOMI","18 TOMI KALLIO","TOMI KALLIO",5568,2424,"kallito77",0,0,6,0,0,"1977-01-27","6-0","190","L"
"5677","D","KALTEVA","MIKKO","[TSN] Mikko Kalteva","MIKKO KALTEVA",5569,2425,"kaltemi84",0,0,0,0,0,"1984-05-25","6-3","205","L"
"5678","G","KALTIAINEN","MATTI","[TSN] Matti Kaltiainen","MATTI KALTIAINEN",5570,2426,"kaltima82",0,0,0,0,0,"1982-04-30","6-2","216","L"
"5679","RL","KALUS","PETR","[TSN] Petr Kalus","PETR KALUS",5571,2427,"kaluspe87",0,0,0,0,0,"1987-06-29","6-1","197","L"
"5680","RL","KALUS","PETR","47 PETR KALUS","PETR KALUS",5572,2427,"kaluspe87",0,0,9,0,0,"1987-06-29","6-1","197","L"
"5681","RL","KALUS","PETR","23 PETR KALUS","PETR KALUS",5573,2427,"kaluspe87",0,0,1,0,0,"1987-06-29","6-1","197","L"
"5682","RL","KALUS","PETR","29 PETR KALUS","PETR KALUS",5574,2427,"kaluspe87",0,0,1,0,0,"1987-06-29","6-1","197","L"
"5683","L","KAMENEV","VLADISLAV","[CAP] KAMENEV, VLADISLAV","VLADISLAV KAMENEV",5575,2428,"kamenvl96",0,0,0,0,0,"1996-08-12",NA,NA,NA
"5684","LR","KAMENSKY","VALERI","[TSN] Valeri Kamensky","VALERI KAMENSKY",5576,2429,"kamenva66",0,0,0,0,0,"1966-04-18","6-2","198","R"
"5685","R","KAMPF","DAVID","[TSN] David Kampf","DAVID KAMPF",5577,2430,"kampfda95",0,0,0,0,0,"1995-01-12","6-2","183","L"
"5686","D","KAMPFER","STEVEN","[TSN] Steven Kampfer","STEVEN KAMPFER",5578,2431,"kampfst88",0,0,0,0,0,"1988-09-24","5-11","194","R"
"5687","D","KAMPFER","STEVEN","[CAP] KAMPFER, STEVEN","STEVEN KAMPFER",5579,2431,"kampfst88",0,0,0,0,0,"1988-09-24","5-11","194","R"
"5688","D","KAMPFER","STEVEN","47 STEVEN KAMPFER","STEVEN KAMPFER",5580,2431,"kampfst88",0,0,0,48,0,"1988-09-24","5-11","194","R"
"5689","D","KAMPFER","STEVEN","38 STEVEN KAMPFER","STEVEN KAMPFER",5581,2431,"kampfst88",0,0,0,13,0,"1988-09-24","5-11","194","R"
"5690","D","KAMPFER","STEVEN","3 STEVEN KAMPFER","STEVEN KAMPFER",5582,2431,"kampfst88",0,0,0,70,0,"1988-09-24","5-11","194","R"
"5691","LR","KANA","TOMAS","[TSN] Tomas Kana","TOMAS KANA",5583,2432,"kanaxto87",0,0,0,0,0,"1987-11-29","6-0","208","R"
"5692","LR","KANA","TOMAS","46 TOMAS KANA","TOMAS KANA",5584,2432,"kanaxto87",6,0,0,0,0,"1987-11-29","6-0","208","R"
"5693","L","KANE","BOYD","[TSN] Boyd Kane","BOYD KANE",5585,2433,"kanexbo78",0,0,0,0,0,"1978-04-18","6-2","225","L"
"5694","L","KANE","BOYD","21 BOYD KANE","BOYD KANE",5586,2433,"kanexbo78",0,7,0,0,0,"1978-04-18","6-2","225","L"
"5695","L","KANE","BOYD","22 BOYD KANE","BOYD KANE",5587,2433,"kanexbo78",0,5,0,0,0,"1978-04-18","6-2","225","L"
"5696","L","KANE","BOYD","28 BOYD KANE","BOYD KANE",5588,2433,"kanexbo78",0,15,0,0,0,"1978-04-18","6-2","225","L"
"5697","L","KANE","BOYD","11 BOYD KANE","BOYD KANE",5589,2433,"kanexbo78",0,1,0,0,0,"1978-04-18","6-2","225","L"
"5698","L","KANE","BOYD","34 BOYD KANE","BOYD KANE",5590,2433,"kanexbo78",0,3,0,0,0,"1978-04-18","6-2","225","L"
"5699","L","KANE","EVANDER","[TSN] Evander Kane","EVANDER KANE",5591,2434,"kanexev91",0,0,0,0,0,"1991-08-02","6-2","195","L"
"5700","L","KANE","EVANDER","[CAP] KANE, EVANDER","EVANDER KANE",5592,2434,"kanexev91",0,0,0,0,0,"1991-08-02","6-2","195","L"
"5701","L","KANE","EVANDER","9 EVANDER KANE","EVANDER KANE",5593,2434,"kanexev91",12,488,0,0,0,"1991-08-02","6-2","195","L"
"5702","R","KANE","PATRICK","[TSN] Patrick Kane","PATRICK KANE",5594,2435,"kanexpa88",0,0,0,0,0,"1988-11-19","5-11","181","L"
"5703","R","KANE","PATRICK","[CAP] KANE, PATRICK","PATRICK KANE",5595,2435,"kanexpa88",0,0,0,0,0,"1988-11-19","5-11","181","L"
"5704","R","KANE","PATRICK","88 PATRICK KANE","PATRICK KANE",5596,2435,"kanexpa88",0,0,916,0,0,"1988-11-19","5-11","181","L"
"5705","G","KANGAS","ALEX","[TSN] Alex Kangas","ALEX KANGAS",5597,2436,"kangaal87",0,0,0,0,0,"1987-05-28","6-3","200","L"
"5706","R","KANKO","PETR","[TSN] Petr Kanko","PETR KANKO",5598,2437,"kankope84",0,0,0,0,0,"1984-02-07","5-10","195","L"
"5707","R","KANKO","PETR","48 PETR KANKO","PETR KANKO",5599,2437,"kankope84",0,0,10,0,0,"1984-02-07","5-10","195","L"
"5708","R","KANTOR","MICHAEL","[TSN] Michael Kantor","MICHAEL KANTOR",5600,2438,"kantomi92",0,0,0,0,0,"1992-02-02","6-1","196","R"
"5709","R","KANTOR","MICHAEL","[CAP] KANTOR, MICHAEL","MICHAEL KANTOR",5601,2438,"kantomi92",0,0,0,0,0,"1992-02-02","6-1","196","R"
"5710","D","KANZIG","KEEGAN","[TSN] Keegan Kanzig","KEEGAN KANZIG",5602,2439,"kanzike95",0,0,0,0,0,"1995-02-26","6-7","241","L"
"5711","D","KANZIG","KEEGAN","[CAP] KANZIG, KEEGAN","KEEGAN KANZIG",5603,2439,"kanzike95",0,0,0,0,0,"1995-02-26","6-7","241","L"
"5712","RL","KAPANEN","KASPERI","[TSN] Kasperi Kapanen","KASPERI KAPANEN",5604,2440,"kapanka96",0,0,0,0,0,"1996-07-23","6-0","181","R"
"5713","RL","KAPANEN","KASPERI","[CAP] KAPANEN, KASPERI","KASPERI KAPANEN",5605,2440,"kapanka96",0,0,0,0,0,"1996-07-23","6-0","181","R"
"5714","C","KAPANEN","NIKO","[TSN] Niko Kapanen","NIKO KAPANEN",5606,2441,"kapanni78",0,0,0,0,0,"1978-04-29","5-9","180","L"
"5715","C","KAPANEN","NIKO","39 NIKO KAPANEN","NIKO KAPANEN",5607,2441,"kapanni78",375,0,0,0,0,"1978-04-29","5-9","180","L"
"5716","C","KAPANEN","NIKO","8 NIKO KAPANEN","NIKO KAPANEN",5608,2441,"kapanni78",19,0,0,0,0,"1978-04-29","5-9","180","L"
"5717","RL","KAPANEN","SAMI","[TSN] Sami Kapanen","SAMI KAPANEN",5609,2442,"kapansa73",0,0,0,0,0,"1973-06-14","5-10","185","L"
"5718","RL","KAPANEN","SAMI","24 SAMI KAPANEN","SAMI KAPANEN",5610,2442,"kapansa73",0,156,240,0,0,"1973-06-14","5-10","185","L"
"5719","L","Kaprizov","Kirill","[CAP] Kirill Kaprizov","Kirill Kaprizov",5611,2443,"kapriki97",NA,NA,NA,NA,NA,"1997-04-26",NA,NA,NA
"5720","RL","KARABACEK","VACLAV","[TSN] Vaclav Karabacek","VACLAV KARABACEK",5612,2444,"karabva96",0,0,0,0,0,"1996-05-02","6-0","196","R"
"5721","RL","KARABACEK","VACLAV","[CAP] KARABACEK, VACLAV","VACLAV KARABACEK",5613,2444,"karabva96",0,0,0,0,0,"1996-05-02","6-0","196","R"
"5722","D","KARALAHTI","JERE","[TSN] Jere Karalahti","JERE KARALAHTI",5614,2445,"karalje75",0,0,0,0,0,"1975-03-25","6-2","210","R"
"5723","L","KARIYA","MARTIN","[TSN] Martin Kariya","MARTIN KARIYA",5615,2446,"kariyma81",0,0,0,0,0,"1981-10-05","5-9","175","R"
"5724","L","KARIYA","PAUL","[TSN] Paul Kariya","PAUL KARIYA",5616,2447,"kariypa74",0,0,0,0,0,"1974-10-16","5-10","185","L"
"5725","L","KARIYA","PAUL","9 PAUL KARIYA","PAUL KARIYA",5617,2447,"kariypa74",0,485,0,0,0,"1974-10-16","5-10","185","L"
"5726","RL","KARIYA","STEVE","[TSN] Steve Kariya","STEVE KARIYA",5618,2448,"kariyst77",0,0,0,0,0,"1977-12-22","5-8","170","R"
"5727","D","KARJALAINEN","MIRO","[CAP] KARJALAINEN, MIRO","MIRO KARJALAINEN",5619,2449,"karjami96",0,0,0,0,0,"1996-05-23",NA,NA,NA
"5728","C","KARLSSON","ANDREAS","[TSN] Andreas Karlsson","ANDREAS KARLSSON",5620,2450,"karlsan75",0,0,0,0,0,"1975-08-19","6-4","201","L"
"5729","C","KARLSSON","ANDREAS","24 ANDREAS KARLSSON","ANDREAS KARLSSON",5621,2450,"karlsan75",117,0,0,0,0,"1975-08-19","6-4","201","L"
"5730",NA,"KARLSSON","ANTON","[CAP] KARLSSON, ANTON","ANTON KARLSSON",5622,2451,"karlsan96",0,0,0,0,0,"1996-08-03",NA,NA,NA
"5731","D","KARLSSON","ERIK","[TSN] Erik Karlsson","ERIK KARLSSON",5623,2452,"karlser90",0,0,0,0,0,"1990-05-31","6-0","180","R"
"5732","D","KARLSSON","ERIK","[CAP] KARLSSON, ERIK","ERIK KARLSSON",5624,2452,"karlser90",0,0,0,0,0,"1990-05-31","6-0","180","R"
"5733","D","KARLSSON","ERIK","65 ERIK KARLSSON","ERIK KARLSSON",5625,2452,"karlser90",0,0,0,644,0,"1990-05-31","6-0","180","R"
"5734","CL","KARLSSON","ERIK (94)","[TSN] Erik Karlsson","ERIK (94) KARLSSON",5626,2453,"karlser94",0,0,0,0,0,"1994-07-28","6-0","161","L"
"5735","CL","KARLSSON","ERIK (94)","[CAP] KARLSSON, ERIK","ERIK (94) KARLSSON",5627,2453,"karlser94",0,0,0,0,0,"1994-07-28","6-0","161","L"
"5736","G","KARLSSON","HENRIK","[TSN] Henrik Karlsson","HENRIK KARLSSON",5628,2454,"karlshe83",0,0,0,0,0,"1983-11-27","6-6","209","L"
"5737","G","KARLSSON","HENRIK","35 HENRIK KARLSSON","HENRIK KARLSSON",5629,2454,"karlshe83",0,0,0,0,128,"1983-11-27","6-6","209","L"
"5738","G","KARLSSON","HENRIK","38 HENRIK KARLSSON","HENRIK KARLSSON",5630,2454,"karlshe83",0,0,0,0,8,"1983-11-27","6-6","209","L"
"5739","LR","KARLSSON","JENS","[TSN] Jens Karlsson","JENS KARLSSON",5631,2455,"karlsje82",0,0,0,0,0,"1982-11-07","6-3","205","R"
"5740","L","KARLSSON","LUDWIG","[TSN] Ludwig Karlsson","LUDWIG KARLSSON",5632,2456,"karlslu91",0,0,0,0,0,"1991-01-06","6-2","187","L"
"5741","L","KARLSSON","LUDWIG","[CAP] KARLSSON, LUDWIG","LUDWIG KARLSSON",5633,2456,"karlslu91",0,0,0,0,0,"1991-01-06","6-2","187","L"
"5742","D","KARLSSON","MATTIAS","[TSN] Mattias Karlsson","MATTIAS KARLSSON",5634,2457,"karlsma85",0,0,0,0,0,"1985-04-15","6-2","192","L"
"5743","RC","KARLSSON","MELKER","[TSN] Melker Karlsson","MELKER KARLSSON",5635,2458,"karlsme90",0,0,0,0,0,"1990-07-18","6-0","181","R"
"5744","RC","KARLSSON","MELKER","[CAP] KARLSSON, MELKER","MELKER KARLSSON",5636,2458,"karlsme90",0,0,0,0,0,"1990-07-18","6-0","181","R"
"5745","RC","KARLSSON","MELKER","68 MELKER KARLSSON","MELKER KARLSSON",5637,2458,"karlsme90",139,0,0,0,0,"1990-07-18","6-0","181","R"
"5746","D","KARLSSON","SIMON","[TSN] Simon Karlsson","SIMON KARLSSON",5638,2459,"karlssi93",0,0,0,0,0,"1993-07-23","6-2","178","R"
"5747","C","KARLSSON","WILLIAM","[TSN] William Karlsson","WILLIAM KARLSSON",5639,2460,"karlswi93",0,0,0,0,0,"1993-01-08","6-0","180","L"
"5748","C","KARLSSON","WILLIAM","[CAP] KARLSSON, WILLIAM","WILLIAM KARLSSON",5640,2460,"karlswi93",0,0,0,0,0,"1993-01-08","6-0","180","L"
"5749","C","KARLSSON","WILLIAM","38 WILLIAM KARLSSON","WILLIAM KARLSSON",5641,2460,"karlswi93",36,0,0,0,0,"1993-01-08","6-0","180","L"
"5750","C","KARLSSON","WILLIAM","20 WILLIAM KARLSSON","WILLIAM KARLSSON",5642,2460,"karlswi93",6,0,0,0,0,"1993-01-08","6-0","180","L"
"5751","C","KARLSSON","WILLIAM","25 WILLIAM KARLSSON","WILLIAM KARLSSON",13296,2460,"karlswi93",50,0,0,0,0,"1993-01-08","6-0","180","L"
"5752","D","KARLSTROM","MARCUS","[TSN] Marcus Karlstrom","MARCUS KARLSTROM",5643,2461,"karlsma95",0,0,0,0,0,"1995-01-06","6-2","181","R"
"5753","D","KARLSTROM","MARCUS","[CAP] KARLSTROM, MARCUS","MARCUS KARLSTROM",5644,2461,"karlsma95",0,0,0,0,0,"1995-01-06","6-2","181","R"
"5754","L","Karnaukhov","Pavel","[CAP] Pavel Karnaukhov","Pavel Karnaukhov",5645,2462,"karnapa97",NA,NA,NA,NA,NA,"1997-03-15",NA,NA,NA
"5755","D","KARPA","DAVE","[TSN] Dave Karpa","DAVE KARPA",5646,2463,"karpada71",0,0,0,0,0,"1971-05-07","6-1","210","R"
"5756","D","KARPA","DAVE","33 DAVE KARPA","DAVE KARPA",5647,2463,"karpada71",0,0,0,19,0,"1971-05-07","6-1","210","R"
"5757","D","KARPOVTSEV","ALEXANDER","[TSN] Alexander Karpovtsev","ALEXANDER KARPOVTSEV",5648,2464,"karpoal70",0,0,0,0,0,"1970-04-07","6-3","221","R"
"5758","D","KARPOVTSEV","ALEXANDER","25 ALEXANDER KARPOVTSEV","ALEXANDER KARPOVTSEV",5649,2464,"karpoal70",0,0,0,60,0,"1970-04-07","6-3","221","R"
"5759","D","KARPOVTSEV","ALEXANDER","7 ALEXANDER KARPOVTSEV","ALEXANDER KARPOVTSEV",5650,2464,"karpoal70",0,0,0,6,0,"1970-04-07","6-3","221","R"
"5760","G","KARPOWICH","PAUL","[TSN] Paul Karpowich","PAUL KARPOWICH",5651,2465,"karpopa88",0,0,0,0,0,"1988-10-25","6-2","195","L"
"5761","R","KARSUMS","MARTINS","[TSN] Martins Karsums","MARTINS KARSUMS",5652,2466,"karsuma86",0,0,0,0,0,"1986-02-26","5-10","198","R"
"5762","R","KARSUMS","MARTINS","43 MARTINS KARSUMS","MARTINS KARSUMS",5653,2466,"karsuma86",0,0,6,0,0,"1986-02-26","5-10","198","R"
"5763","R","KARSUMS","MARTINS","44 MARTINS KARSUMS","MARTINS KARSUMS",5654,2466,"karsuma86",0,0,18,0,0,"1986-02-26","5-10","198","R"
"5764","R","KARTERUD","JORGEN","[TSN] Jorgen Karterud","JORGEN KARTERUD",5655,2467,"kartejo94",0,0,0,0,0,"1994-05-06","6-4","190","L"
"5765","G","KASDORF","JASON","[TSN] Jason Kasdorf","JASON KASDORF",5656,2468,"kasdoja92",0,0,0,0,0,"1992-05-18","6-3","178","L"
"5766","G","KASDORF","JASON","[CAP] KASDORF, JASON","JASON KASDORF",5657,2468,"kasdoja92",0,0,0,0,0,"1992-05-18","6-3","178","L"
"5767","R","Kase","David","[CAP] David Kase","David Kase",5658,2469,"kasexda97",NA,NA,NA,NA,NA,"1997-01-28",NA,NA,NA
"5768","R","KASE","ONDREJ","[CAP] KASE, ONDREJ","ONDREJ KASE",5659,2470,"kasexon95",0,0,0,0,0,"1995-11-08",NA,NA,NA
"5769","LR","KASPAR","LUKAS","[TSN] Lukas Kaspar","LUKAS KASPAR",5660,2471,"kaspalu85",0,0,0,0,0,"1985-09-23","6-2","220","L"
"5770","LR","KASPAR","LUKAS","43 LUKAS KASPAR","LUKAS KASPAR",5661,2471,"kaspalu85",0,16,0,0,0,"1985-09-23","6-2","220","L"
"5771","D","KASPARAITIS","DARIUS","[TSN] Darius Kasparaitis","DARIUS KASPARAITIS",5662,2472,"kaspada72",0,0,0,0,0,"1972-10-16","5-11","215","L"
"5772","D","KASPARAITIS","DARIUS","6 DARIUS KASPARAITIS","DARIUS KASPARAITIS",5663,2472,"kaspada72",0,0,0,205,0,"1972-10-16","5-11","215","L"
"5773","L","KASSIAN","MATT","[TSN] Matt Kassian","MATT KASSIAN",5664,2473,"kassima86",0,0,0,0,0,"1986-10-28","6-4","240","L"
"5774","L","KASSIAN","MATT","28 MATT KASSIAN","MATT KASSIAN",5665,2473,"kassima86",0,114,0,0,0,"1986-10-28","6-4","240","L"
"5775","R","KASSIAN","ZACK","[TSN] Zack Kassian","ZACK KASSIAN",5666,2474,"kassiza91",0,0,0,0,0,"1991-01-24","6-3","214","R"
"5776","R","KASSIAN","ZACK","[CAP] KASSIAN, ZACK","ZACK KASSIAN",5667,2474,"kassiza91",0,0,0,0,0,"1991-01-24","6-3","214","R"
"5777","R","KASSIAN","ZACK","54 ZACK KASSIAN","ZACK KASSIAN",5668,2474,"kassiza91",0,0,27,0,0,"1991-01-24","6-3","214","R"
"5778","R","KASSIAN","ZACK","9 ZACK KASSIAN","ZACK KASSIAN",5669,2474,"kassiza91",0,0,294,0,0,"1991-01-24","6-3","214","R"
"5779","R","KASSIAN","ZACK","44 ZACK KASSIAN","ZACK KASSIAN",13439,2474,"kassiza91",0,0,6,0,0,"1991-01-24","6-3","214","R"
"5780","D","KATIC","MARK","[TSN] Mark Katic","MARK KATIC",5670,2475,"katicma89",0,0,0,0,0,"1989-05-09","5-10","191","L"
"5781","D","KATIC","MARK","[CAP] KATIC, MARK","MARK KATIC",5671,2475,"katicma89",0,0,0,0,0,"1989-05-09","5-10","191","L"
"5782","D","KATIC","MARK","71 MARK KATIC","MARK KATIC",5672,2475,"katicma89",0,0,0,11,0,"1989-05-09","5-10","191","L"
"5783","G","KATUNAR","CHAD","[TSN] Chad Katunar","CHAD KATUNAR",5673,2476,"katunch93",0,0,0,0,0,"1993-08-14","6-5","221","L"
"5784","L","KAUNISTO","RAY","[TSN] Ray Kaunisto","RAY KAUNISTO",5674,2477,"kaunira87",0,0,0,0,0,"1987-02-07","6-4","193","L"
"5785","R","KAVANAGH","PAT","[TSN] Pat Kavanagh","PAT KAVANAGH",5675,2478,"kavanpa79",0,0,0,0,0,"1979-03-14","6-3","192","R"
"5786","R","KAVANAGH","PAT","15 PAT KAVANAGH","PAT KAVANAGH",5676,2478,"kavanpa79",0,0,6,0,0,"1979-03-14","6-3","192","R"
"5787","R","KAVANAGH","PAT","36 PAT KAVANAGH","PAT KAVANAGH",5677,2478,"kavanpa79",0,0,8,0,0,"1979-03-14","6-3","192","R"
"5788","C","KAZAKEVICH","MIKHAIL","[CAP] KAZAKEVICH, MIKHAIL","MIKHAIL KAZAKEVICH",5678,2479,"kazakmi76",0,0,0,0,0,"1976-01-14",NA,NA,NA
"5789","L","KAZIONOV","DENIS","[TSN] Denis Kazionov","DENIS KAZIONOV",5679,2480,"kaziode87",0,0,0,0,0,"1987-12-08","6-3","187","L"
"5790","L","KAZIONOV","DENIS","[CAP] KAZIONOV, DENIS","DENIS KAZIONOV",5680,2480,"kaziode87",0,0,0,0,0,"1987-12-08","6-3","187","L"
"5791",NA,"KAZIONOV","DIMITRI","[CAP] KAZIONOV, DIMITRI","DIMITRI KAZIONOV",5681,2481,"kaziodi84",0,0,0,0,0,"1984-05-13",NA,NA,NA
"5792","C","KAZIONOV","DMITRI","[TSN] Dmitri Kazionov","DMITRI KAZIONOV",5682,2482,"kaziodm84",0,0,0,0,0,"1984-05-13","6-3","185","L"
"5793","C","KEA","JUSTIN","[TSN] Justin Kea","JUSTIN KEA",5683,2483,"keaxxju94",0,0,0,0,0,"1994-02-07","6-4","212","L"
"5794","C","KEA","JUSTIN","[CAP] KEA, JUSTIN","JUSTIN KEA",5684,2483,"keaxxju94",0,0,0,0,0,"1994-02-07","6-4","212","L"
"5795","R","KEANE","MIKE","[TSN] Mike Keane","MIKE KEANE",5685,2484,"keanemi67",0,0,0,0,0,"1967-05-29","5-10","185","R"
"5796","R","KEANE","MIKE","12 MIKE KEANE","MIKE KEANE",5686,2484,"keanemi67",0,63,0,0,0,"1967-05-29","5-10","185","R"
"5797","R","KEANE","MIKE","9 MIKE KEANE","MIKE KEANE",5687,2484,"keanemi67",0,71,0,0,0,"1967-05-29","5-10","185","R"
"5798","LC","KEARNS","BRACKEN","[TSN] Bracken Kearns","BRACKEN KEARNS",5688,2485,"kearnbr81",0,0,0,0,0,"1981-05-12","6-0","195","R"
"5799","LC","KEARNS","BRACKEN","73 BRACKEN KEARNS","BRACKEN KEARNS",5689,2485,"kearnbr81",5,0,0,0,0,"1981-05-12","6-0","195","R"
"5800","LC","KEARNS","BRACKEN","38 BRACKEN KEARNS","BRACKEN KEARNS",5690,2485,"kearnbr81",58,0,0,0,0,"1981-05-12","6-0","195","R"
"5801","L","KEEFE","ADAM","[TSN] Adam Keefe","ADAM KEEFE",5691,2486,"keefead84",0,0,0,0,0,"1984-04-26","5-10","200","R"
